Crisis Pregnancy Center,Street Address,City,State,Zip,Affiliation,Website,Advertises APR?,Facebook,Twitter,Google+,YouTube,Pinterest,Instagram,LinkedIn
SUMTER PREGNANCY CENTER,21 Barnette Drive,Sumter,SC,29150,Care Net,http://www.pregnancyoptionssumter.com/,,,,,,,,
BETHANY CHRISTIAN SERVICES - MYRTLE BEACH,"1500 Highway 17 N, Suite #210",Surfside Beach,SC,29575,Heartbeat International,https://www.bethany.org/myrtle-beach,Yes,,,,,,,
UNION COUNTY PREGNANCY CENTER,115 East Main Street,Union,SC,29379,,,,,,,,,,
WAGENER PREGNANCY CARE CENTER,231 Main Street S,Wagener,SC,29164,,,,,,,,,,
BIRTHRIGHT OF BROOKINGS,1321 1/4 8th Street,Brookings,SD,57006,Birthright International,http://birthright.org/en/landingpage/lp-brookings,,,,,,,,
OPTION 1 WOMEN'S HEALTH CENTER,103B 22nd Avenue,Brookings,SD,57006,Heartbeat International,http://option1.org/,Yes,https://www.facebook.com/Option1WHC/,,,,,,
PLUS ONE GUIDANCE CENTER,35 Market Street E,Huron,SD,57350,Heartbeat International,,Yes,,,,,,,
BIRTHRIGHT OF PIERRE,314 South Henry Street,Pierre,SD,57501,Birthright International,http://birthright.org/en/landingpage/lp-pierre,,,,,,,,
BETHANY CHRISTIAN SERVICES - RAPID CITY,508 Columbus Street,Rapid City,SD,57701,Heartbeat International,https://www.bethany.org/rapid-city,Yes,,,,,,,
BIRTHRIGHT OF RAPID CITY,2002 5th Street,Rapid City,SD,57701,Birthright International,http://birthright.org/en/landingpage/lp-rapidcity,,,,,,,,
ALPHA CENTER,3405 South Kiwanis Avenue,Sioux Falls,SD,57105,Care Net,http://alphacenter.org/,,,,,,,,
BETHANY CHRISTIAN SERVICES - EASTERN SOUTH DAKOTA,"400 South Sycamore Avenue, Suite #103-1",Sioux Falls,SD,57110,Heartbeat International,https://www.bethany.org/sioux-falls,Yes,,,,,,,
BIRTHRIGHT OF SIOUX FALLS,101 North Indiana Avenue,Sioux Falls,SD,57103,Birthright International,http://birthright.org/en/landingpage/lp-siouxfalls,,,,,,,,
PLANNING LIFE PREGNANCY CARE CENTER,"225 East 11th Street, Suite #206",Sioux Falls,SD,57104,,http://www.newhavensf.org/index.php/ministries/pregnancy-care-center/,,,,,,,,
BELLA PREGNANCY RESOURCE CENTER,"119 East Grant Street, Suite #2",Spearfish,SD,57783,Care Net,http://bellapregnancy.com/,,,,,,,,
OUTLOOK WOMEN'S SERVICES,201 North Hill Street,Athens,TN,37303,Care Net,http://www.outlookforwomen.org/,,,,,,,,
CONFIDENTIAL CARE MOBILE MINISTRY,"2763 Summer Oaks Drive, Suite #101",Bartlett,TN,38134,,http://confidentialcaremm.org/,,https://www.facebook.com/confidentialcaremm/,https://twitter.com/mobile1ministry,,,,,
ABORTION ALTERNATIVES & CRISIS PREGNANCY CENTER,"516 Holston Avenue, Suite #202",Bristol,TN,37620,,http://aacpc.org/,,,,,,,,
FYI CLINIC,1241 Highway 70 W,Camden,TN,38320,Care Net,http://www.fyiclinic.com/,,,,,,,,
PREGNANCY HELP CENTER OF SMITH COUNTY,108 College Avenue W,Carthage,TN,37030,Heartbeat International,http://www.phcsmithcounty.org/,Yes,,,,,,,
BETHANY CHRISTIAN SERVICES - CHATTANOOGA,930 McCallie Avenue,Chattanooga,TN,37403,Heartbeat International,https://www.bethany.org/chattanooga,Yes,,,,,,,
CHOICES - DOWNTOWN CHATTANOOGA,846 McCallie Avenue,Chattanooga,TN,37403,Care Net,http://www.choiceschattanooga.org/,,,,,,,https://www.instagram.com/choiceschatt/,
CHOICES - EAST CHATTANOOGA,6232 Vance Road,Chattanooga,TN,37421,Care Net,http://www.choiceschattanooga.org/,,,,,,,https://www.instagram.com/choiceschatt/,
HOPE PREGNANCY CENTER,325 North 2nd Street,Clarkesville,TN,37040,Care Net,http://www.hopepregnancy.net/,,,,,,,,
NEW HOPE PREGNANCY CARE CENTER,353 Worth Street NW,Cleveland,TN,37311,Heartbeat International,http://clevelandtnpregnancy.com/,Yes,,,,,,,
PREGNANCY CENTERS OF MIDDLE TENNESSEE - COLUMBIA,704 Dunnington Street,Columbia,TN,38401,Care Net,http://pcofmt.org/,,,,,,,,
COOKEVILLE PREGNANCY CLINIC,"694 South Willow Avenue, Suite #3",Cookeville,TN,38501,Care Net,https://www.cookevillecpc.org/,,,,,,,,
PLATEAU PREGNANCY SERVICES,99 Walker Hill Street,Crossville,TN,38555,Care Net,http://www.plateaupregnancyservices.com/,,https://www.facebook.com/PlateauPregnancyServices,https://twitter.com/PPSCares,,,,,
WOMEN'S CARE CENTER - RHEA COUNTY,285 Main Street,Dayton,TN,37321,Care Net,http://www.rheaofhope.org/,,,,,,,,
CARE NET PREGNANCY MEDICAL CENTER,305 South Main Street,Dickson,TN,37055,Care Net,http://pregnancyhelp.net/,,,,,,,,
NEXT STEP RESOURCES CENTER,1817 Old York Highway E,Dunlap,TN,37327,Care Net,,,,,,,,,
LIFE CHOICES,595 East Tickle Street,Dyersburg,TN,38204,,http://lifechoicesdyersburg.com/,,https://www.facebook.com/Life-Choices-Medical-Clinic-Dyersburg-432718566810036,,,,,,
ABORTION ALTERNATIVES & WOMEN'S CENTER,416 South Sycamore Street,Elizabethton,TN,37643,,,,,,,,,,
TLC COMMUNITY CENTER,"145 Judge Don Lewis Boulevard, Suites #5, 6, & 7",Elizabethton,TN,37643,,,,,,,,,,
CUMBERLAND CRISIS PREGNANCY CENTER,2229 Nashville Pike,Gallatin,TN,37066,Care Net,http://www.ccpchope.org/,,,,,,,,
THE HOPE CENTER,314 Tusculum Boulevard,Greeneville,TN,37745,Care Net,http://www.fwbfm.com/services/the-hope-center/,,https://www.facebook.com/lifechoicespregnacysupportcenter/,,,,,,
BIRTH CHOICE - JACKSON,391 Wallace Road,Jackson,TN,38305,Care Net,http://yourprivatechoice.com/,,,,,,,,
LIFE OUTREACH CENTER,1179 North Highway 92,Jefferson City,TN,37760,Care Net,http://www.lifeoutreachcenter.net/,,https://www.facebook.com/LOC-Resources-170233316356940/,,,,,,
AGAPE WOMEN'S CENTER,"817 West Walnut Street, Suite 5A",Johnson City,TN,37604,Care Net,https://agapewomensservices.com/,,https://www.facebook.com/agapewomensservices/,https://www.instagram.com/agapejohnsoncity/,,,,,
BETHANY CHRISTIAN SERVICES - KNOXVILLE,"318 Erin Drive, Suite #10",Knoxville,TN,37919,,https://www.bethany.org/knoxville,,,,,,,,
HOPE RESOURCE CENTER,2700 Painter Avenue,Knoxville,TN,37919,Care Net,http://knoxvillehope.com/,,,,,,,,
IN HIS IMAGE PREGNANCY CENTER,101 3rd Avenue N,Lewisburg,TN,37091,Care Net,,,,,,,,,
CRISIS PREGNANCY ASSISTANCE,2178 New Tullahoma Highway,Manchester,TN,37355,,,,,,,,,,
LIFE CHOICES PREGNANCY SUPPORT CENTER - MANCHESTER,300 West Fort Street,Manchester,TN,37355,,http://www.lifechoicestn.org/,,https://www.facebook.com/lifechoicespregnacysupportcenter/,,,,,,
OASIS MEDICAL CLINIC,244 Dustin Laird Drive,Martin,TN,38327,,http://oasismedicaltn.com/,,,,,,,,
PREGNANCY RESOURCE CENTER,3028 Old Niles Ferry Road,Maryville,TN,37803,Care Net,http://www.prcbctn.com/,,,,,,,,
BETHANY CHRISTIAN SERVICES - MEMPHIS,"1255 Lynnfield Road, Suite #326",Memphis,TN,38119,Heartbeat International,https://www.bethany.org/memphis,Yes,,,,,,,
BIRTHRIGHT OF MEMPHIS,115 Alexander Street,Memphis,TN,38111,Birthright International,http://www.birthrightofmemphis.org/index.asp,,,,,,,,
LIFE CHOICES MEMPHIS,"2400 Poplar Avenue, Suite #500",Memphis,TN,38112,,http://www.lifechoicesmemphis.org/,,,,,,,,
LIFE CHOICES MEMPHIS,5575 Raleigh LaGrange Road,Memphis,TN,38134,,http://www.lifechoicesmemphis.org/,,,,,,,,
PREGNANCY CRISIS CENTER,304 Calvary Drive,Morristown,TN,37815,Care Net,http://www.morristownpcc.org/,,,,,,,,
PREGNANCY SUPPORT CENTER OF JOHNSON COUNTY,917 Crossroads Drive,Mountain City,TN,37683,,http://www.pregnancysupportcenterofjohnsoncounty.com/,,,,,,,,
PORTICO,745 South Church Street,Murfreesboro,TN,37130,Care Net,http://www.porticostory.org/,,,,,,,,
BETHANY CHRISTIAN SERVICES - NASHVILLE,"230 Great Circle Road, Suite #229",Nashville,TN,37228,Heartbeat International,https://www.bethany.org/nashville,Yes,,,,,,,
HOPE CLINIC FOR WOMEN,1810 Hayes Street,Nashville,TN,37203,,https://www.hopeclinicforwomen.org/,,,,,,,,
NASHVILLE PREGNANCY HELP,409 Welshwood Drive,Nashville,TN,37211,,http://www.nashvillepregnancyhelp.com/,,,,,,,,
CHOICES RESOURCE CENTER,170 Raleigh Road,Oak Ridge,TN,37830,Care Net,http://www.choicesresource.com/,,,,,,,,
PREGNANCY CARE CENTER,4989 Lebanon Pike,Old Hickory,TN,37138,Care Net,http://pregnancycarecentertn.com/,,,,,,,,
TOMORROW'S HOPE PREGNANCY MEDICAL CLINIC,211 North Brewer Street,Paris,TN,38242,,http://tomorrowshope.publishpath.com/,,,,,,,,
HAWKINS COUNTY PREGNANCY HELP CENTER,207 Hawkins Street,Rogersville,TN,37857,Heartbeat International,http://www.holstonvalleybaptists.org/HawkinsCountyPregnancyHelpCenter,Yes,,,,,,,
"WOMEN'S CARE CENTER OF SEVIER COUNTY, INC. - SEVIERVILLE",304 Eastgate Road,Sevierville,TN,37862,,http://www.wccsevier.org/index.html,,,,,,,,
"WOMEN'S CARE CENTER OF SEVIER COUNTY, INC. - SEYMOUR",118 Marine Way,Seymour,TN,37865,,http://www.wccsevier.org/index.html,,,,,,,,
FIRST CHOICE PREGNANCY COUNSELING CENTER,1102 Madison Street,Shelbyville,TN,37160,Care Net,https://www.firstchoicepregnancy.com/,,https://www.facebook.com/First-Choice-Pregnancy-Counseling-Center-122141407830364/,https://twitter.com/firstchoicepcc,,,,,
WOMEN'S CARE CENTER - SPRING CITY,"201 Clinton Avenue, Suite #2",Spring City,TN,37381,Care Net,http://www.rheaofhope.org/,,,,,,,,
PREGNANCY CENTERS OF MIDDLE TENNESSEE - SPRING HILL,"2206 Spedale Court, Suite #4",Spring Hill,TN,37174,Care Net,http://pcofmt.org/,,,,,,,,
OPEN DOOR PREGNANCY CENTER,1802 Meadowbrook Drive,Springfield,TN,37172,Care Net,http://www.384hope.com/,,,,,,,,
CROSSROADS WOMEN'S CLINIC,120 Church Street,Tiptonville,TN,38079,,http://crossroadswomensclinic.com/,,,,,,,,
BIRTH CHOICE - GIBSON COUNTY,1281 Highway 45 Bypass,Trenton,TN,38343,Care Net,http://yourprivatechoice.com/,,,,,,,,
LIFE CHOICES PREGNANCY SUPPORT CENTER - WINCHESTER,37 Sunrise Park,Winchester,TN,37398,Heartbeat International,http://www.lifechoicestn.org/,Yes,https://www.facebook.com/lifechoicespregnacysupportcenter/,,,,,,
PREGNANCY RESOURCES OF ABILENE,2110 North Willis Street,Abilene,TX,79603,Heartbeat International,https://www.prabilene.com/,Yes,https://www.facebook.com/First-Choice-Pregnancy-Counseling-Center-122141407830364/,,,,,,
CARE NET PREGNANCY CENTER - MEDIPARK,6709 Woodward Street,Amarillo,TX,79106,Care Net,http://www.thehopechoice.com/,,https://www.facebook.com/CareNetAmarillo/,https://twitter.com/CandyGibbsBlogs,,,,,
THE LIFE CENTER - ANDREWS,1412 Northeast Mustang Drive,Andrews,TX,79714,,https://www.midlandlifecenter.org/,,,,,,,,
METROPLEX WOMEN'S CLINIC - MOBILE,405 West 1st Street,Arlington,TX,76010,Heartbeat International,https://www.metroplexwomensclinic.com/,Yes,,,,,,,
METROPLEX WOMEN'S CLINIC - NORTH,2810 Northwest Green Oaks Boulevard,Arlington,TX,76012,Heartbeat International,https://www.metroplexwomensclinic.com/,Yes,,,,,,,
METROPLEX WOMEN'S CLINIC - SOUTHEAST,5150 South Collins Street,Arlington,TX,76018,Heartbeat International,https://www.metroplexwomensclinic.com/,Yes,,,,,,,
METROPLEX WOMEN'S CLINIC - SOUTHWEST,5904 Interstate 20 W,Arlington,TX,76017,Heartbeat International,https://www.metroplexwomensclinic.com/,Yes,,,,,,,
PARIS PREGNANCY CARE CENTER,106 West Tyler Street,Athens,TX,75460,Heartbeat International,http://www.parispregnancy.com/,Yes,,,,,,,
AUSTIN LIFECARE,1215 West Anderson Lane,Austin,TX,78757,Care Net,http://www.austinlifecare.com/,,,,,,,,
AUSTIN PREGNANCY RESOURCE CENTER,2717 Rio Grande Streeet,Austin,TX,78705,,http://www.austinpregnancyresourcecenter.org/,,,,,,,,
HEART OF TEXAS PREGNANCY RESOURCE CENTER - EAST AUSTIN,1190 Chicon Street,Austin,TX,78702,Heartbeat International,http://www.heartoftexasprc.org/,Yes,,,,,,,
ST. JOHN PAUL II LIFE CENTER,"1600 West 38th Street, Suite #110",Austin,TX,78731,,http://jpiilifecenter.org/,,,,,,,,
SOUTH AUSTIN PREGNANCY RESOURCE CENTER,4611 Manchaca Road,Austin,TX,78745,Heartbeat International,http://www.saprc.org/,Yes,,,,,,,
BASTROP PREGNANCY RESOURCE CENTER,"3971 Highway 71 E, Suite #104",Bastrop,TX,78602,,http://www.bastroppregnancyresourcecenter.org/,,,,,,,,
WOMEN'S PREGNANCY CENTER,1418 Avenue H,Bay City,TX,77414,Heartbeat International,https://baycitywpc.org/,Yes,,,,,,,
PREGNANCY RESOURCE CENTER EAST,"2802 Garth Road, Suite #209",Baytown,TX,77521,Care Net,https://www.prce.org/,,,,,,,,
BIRTHRIGHT OF BEAUMONT,"2626 Calder Avenue, Suite #201",Beaumont,TX,77702,Birthright International,http://birthright.org/en/landingpage/lp-beaumont,,,,,,,,
HOPE WOMEN'S RESOURCE CLINIC,3740 Laurel Avenue,Beaumont,TX,77707,Heartbeat International,http://www.hope-clinic.com/,Yes,,,,,,,
THE LIFE CENTER - BIG SPRING,1801 South Main Street,Big Spring,TX,79720,Heartbeat International,https://www.midlandlifecenter.org/,Yes,,,,,,,
HILL COUNTRY PREGNANCY CARE CENTER,439 Fabra Street,Boerne,TX,78006,Care Net,https://www.lifesprecious.org/,,https://www.facebook.com/Hill-Country-Pregnancy-Care-Center-100249620052390/,,,,,https://www.instagram.com/hcpcc_boerne/,
FANNIN PREGNANCY CARE CENTER,1500 North Center Street,Bonham,TX,75418,Care Net,http://www.fanninpregnancy.org/,,,,,,,,
CARE NET PREGNANCY CENTER OF BORGER,300 West Grand Street,Borger,TX,79007,Care Net,https://www.borgerCareNet.com/,,,,,,,,
CLEAR CHOICE PREGNANCY RESOURCE CENTER,110 West Wise Street,Bowie,TX,76230,Heartbeat International,http://clearchoiceprc.org/,Yes,https://www.facebook.com/Clear-Choice-PRC-233067403551112,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - BRADY,200 West 4th Street,Brady,TX,76825,Heartbeat International,http://www.pccbrownwood.com/,Yes,https://www.facebook.com/Pregnancy-Care-Center-336192673633/,,,,,,
THE OPEN DOOR PREGNANCY CENTER - BRECKENRIDGE,110 North Live Oak Street,Breckenridge,TX,76424,Heartbeat International,http://eastlandcountypregnancy.org/,Yes,,,,,,,
NEW BEGINNINGS PREGNANCY CENTER - BRENHAM,1016 East Blue Bell Road,Brenham,TX,77833,Care Net,http://newbeginningsbrenham.org/,,https://www.facebook.com/pregnancycenterbrenham/,,,,,,
GIFT OF LIFE PREGNANCY CENTER,"4035 Boca Chica Boulevard, Suite #1",Brownsville,TX,78521,,,,,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - BROWNWOOD,2200 Austin Avenue,Brownwood,TX,76801,Heartbeat International,http://www.pccbrownwood.com/,Yes,https://www.facebook.com/Pregnancy-Care-Center-336192673633/,,,,,,
NEXT STEP WOMEN'S CENTER - BURLESON,250-J Northwest Tarrant Avenue,Burleson,TX,76028,Care Net,http://pregnancyaid.org/index.html,,,,,,,,
NEW BEGINNINGS PREGNANCY CENTER - BURTON,920 North Colorado Street,Burton,TX,77835,,http://newbeginningsbrenham.org/,,,,,,,,
HOPE PREGNANCY CENTER,885 East State Highway 243,Canton,TX,75103,Care Net,http://www.hopecanton.com/,,,,,,,,
CARE NET PREGNANCY CENTERS - CANYON,1712 2nd Avenue,Canyon,TX,79015,Care Net,http://www.thehopechoice.com/,,,,,,,,
ANDERSON HOUSE PREGNANCY RESOURCE CENTER,701 West Houston Street,Carrizo Springs,TX,78834,Heartbeat International,https://pregnancycarrizosprings.com/,Yes,,,,,,,
THE OPEN DOOR - CISCO,1906 Highway 206,Cisco,TX,76437,Heartbeat International,http://eastlandcountypregnancy.org/,Yes,,,,,,,
CLEBURNE PREGNANCY CENTER,100 South Main Street,Cleburne,TX,76033,Heartbeat International,http://www.cleburnepc.com/,Yes,,,,,,,
"AGGIELAND PREGNANCY OUTREACH, INC.","2501 Texas Avenue S, Suite C-105",College Station,TX,77840,,https://pregnancyoutreach.org/,,,,,,,,
HOPE PREGNANCY CENTERS OF BRAZOS VALLEY,205 Brentwood Drive,College Station,TX,77840,Care Net,http://www.hopepregnancy.org/,,,,,,,,
BIRTHRIGHT OF CONROE,"1300 South Frazier, Suite #214",Conroe,TX,77301,Birthright International,http://birthright.org/en/landingpage/lp-conroe,,,,,,,,
PREGNANCY ASSISTANCE CENTER NORTH - CONROE,115 North San Jacinto Street,Conroe,TX,77301,Heartbeat International,http://www.pacn.org/,Yes,https://www.facebook.com/PACN.org,https://twitter.com/gopacn,,,https://www.pinterest.com/pacn/,,
"HOPE PREGNANCY CENTERS, INC. - COPPERAS COVE",601 South Main Street,Copperas Cove,TX,76522,Care Net,http://www.hopepc.com/,,https://www.facebook.com/hopepregnancycenters,https://twitter.com/hopepctexas,,,,,
BIRTHRIGHT OF CORPUS CHRISTI,1422 Baldwin Boulevard,Corpus Christi,TX,78404,Birthright International,http://birthright.org/en/landingpage/lp-corpuschristi,,,,,,,,
THE PREGNANCY CENTER OF THE COASTAL BEND - CORPUS CHRISTI,4730 Everhart Road,Corpus Christi,TX,78411,Care Net,http://ccpregnancy.org/,,,,,,,,
REFUGE OF HOPE,4035 Violet Road,Corpus Christi,TX,78410,Care Net,http://www.refugeofhopecc.org/,,,,,,,,
HOPE CENTER,1115 West 2nd Avenue,Corsicana,TX,75110,Care Net,http://hopecentercorsicana.com/,,,,,,,,
CARE NET PREGNANCY CENTER - CYPRESS,12311 Queenston Boulevard,Cypress,TX,77095,,http://www.CareNetnw.com/,,https://www.facebook.com/CareNetHouston,,,,,,
CARE NET PREGNANCY CENTER OF DALHART,105 East 3rd Street,Dalhart,TX,79022,Care Net,https://www.dalhartpregnancy.com/,,https://www.facebook.com/dalhartpregnancy/,,,,,,
BIRTH CHOICE DALLAS,"8610 Greenville Avenue, Suite #200",Dallas,TX,75243,,https://www.birthchoicedallas.org/,,,,,,,,
DOWNTOWN PREGNANCY CENTER,525 North Ervay Street,Dallas,TX,75201,Care Net,http://downtownpregnancycenter.com/,,,,,,,,
THRIVE WOMEN'S CLINIC - EAST DALLAS,12959 Jupiter Road,Dallas,TX,75238,Heartbeat International,http://thrivewomensclinic.com/,Yes,,,,,,,
THRIVE WOMEN'S CLINIC - CENTRAL DALLAS,6500 Greenville Avenue,Dallas,TX,75206,Heartbeat International,http://thrivewomensclinic.com/,Yes,,,,,,,
THRIVE WOMEN'S CLINIC - WEST DALLAS,3901 Holystone Street,Dallas,TX,75212,Heartbeat International,http://thrivewomensclinic.com/,Yes,,,,,,,
UPTOWN WOMEN'S CENTER,2600 Hibernia Street,Dallas,TX,75204,,http://www.uptownwomenscenter.com/,,,,,,,,
WHITE ROSE WOMEN'S CENTER - CENTRAL,4313 North Central Expressway,Dallas,TX,75205,,http://www.whiterosewomenscenter.org/,,,,,,,,
WHITE ROSE WOMEN'S CENTER - GREENVILLE,8499 Greenville Avenue,Dallas,TX,75231,,http://www.whiterosewomenscenter.org/,,,,,,,,
PREGNANCY CARE CENTER OF DAYTON,303 South Winfree Street,Dayton,TX,77535,,http://www.pccofdaytontx.com/,,https://www.facebook.com/Pregnancy-Care-Center-of-Dayton-438885112820198/,,,,,,
WISE CHOICES PREGNANCY CENTER,604 North Trinity Street,Decatur,TX,76234,Care Net,https://mywisechoices.com/,,https://www.facebook.com/WiseChoicesDecatur,https://twitter.com/WiseChoicesPRC,,,,https://www.instagram.com/wisechoicesprc/,
AMISTAD PREGNANCY CARE CENTER,104 Fletcher Drive,Del Rio,TX,78840,,http://www.delriopregnancyhelp.com/,,,,,,,,
WOMAN TO WOMAN PREGNANCY RESOURCE CENTER,521 North Locust Street,Denton,TX,76201,Care Net,http://dentonprc.org/,,,,,,,,
HEART OF TEXAS PREGNANCY RESOURCE CENTER - HILL COUNTRY,1005 West Highway 290,Dripping Springs,TX,78620,,http://www.heartoftexasprc.org/,,,,,,,,
CARE NET PREGNANCY RESOURCE CENTER OF DUMAS,1315 Zauk Avenue,Dumas,TX,79029,Care Net,http://www.dumaspregnancy.com/,,,,,,,,
SOUTHWEST PREGNANCY SERVICES,658 Big Stone Gap Road,Duncanville,TX,75137,Heartbeat International,http://southwestpregnancy.org/,Yes,,,,,,,
ELGIN PREGNANCY CARE CENTER,102 North Avenue C,Elgin,TX,78621,,http://www.elginpcc.org/,,,,,,,,
HOUSE OF HOPE,1204 Montana Avenue,El Paso,TX,79902,Heartbeat International,http://houseofhope-elp.org/,Yes,,,,,,,
PREGNANCY HELP CENTER OF EL PASO,3565 North Lee Trevino Drive,El Paso,TX,79936,Care Net,http://www.pregnancyhcep.org/,,https://www.facebook.com/pfselpaso,https://twitter.com/pfselpaso,,,,https://www.instagram.com/pfselpaso/,
MID CITIES PREGNANCY CENTER - HURST EULESS BEDFORD,201 Westpark Way,Euless,TX,76040,Care Net,https://mcpregnancy.org/,,,,,,,,
ANGELS CLINIC,"8 Medical Parkway, Suite #310",Farmers Branch,TX,75234,,http://www.angelsclinic.org/,,,,,,,,
EAGLE MOUNTAIN PREGNANCY HELP CENTER,10328 Jacksboro Highway,Fort Worth,TX,76135,,http://emphc.org/,,,,,,,,
FORT WORTH PREGNANCY CENTER,3221 Cleburne Road,Fort Worth,TX,76110,Care Net,http://fwpc.org/,,https://www.facebook.com/FWPregCenter,,,,,,
NEXT STEP WOMEN'S CENTER - FORT WORTH,3010 Southeast Loop 820,Fort Worth,TX,76140,Care Net,http://pregnancyaid.org/index.html,,,,,,,,
PREGNANCY LIFELINE,4747 Hulen Street,Fort Worth,TX,76132,,http://pregnancylifeline.net/,,,,,,,,
WOMEN'S CHOICE RESOURCE CENTER,324 South Rand Street,Fort Worth,TX,76103,,http://www.choicepregnancy.com/,,,,,,,,
MOM CENTER,107 South Milam Street,Fredericksburg,TX,78624,Heartbeat International,http://www.momcenter.org/,Yes,https://www.facebook.com/momcenter.org,,,,,,
CENTER FOR PREGNANCY,347-B East Parkwood Avenue,Friendswood,TX,77546,Care Net,http://centerforpregnancy.net/,,,,,,,,
LIFETALK RESOURCE CENTER,"8380 Warren Parkway, Suite #204",Frisco,TX,75034,Care Net,http://www.lifetalkresource.com/,,,,,,,,
ABBA WOMEN'S CENTER - GAINESVILLE,214 North Taylor Street,Gainesville,TX,76240,,http://www.abbatexas.org/,,,,,,,,
METRO FAMILY PREGNANCY CENTER,3375 Edgewood Drive,Garland,TX,75043,,http://www.garlandpregnancy.com/,,,,,,,,
PREGNANCY HELP CENTER OF WILLIAMSON COUNTY,508 FM 1460,Georgetown,TX,78626,Care Net,http://www.phcwc.com/,,https://www.facebook.com/pfselpaso,https://twitter.com/pfselpaso,,,,https://www.instagram.com/pfselpaso/,
OPEN DOOR PREGNANCY HELP CENTER,1561 Highway 271 N,Gilmer,TX,75644,,,,,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - GOLDTHWAITE,1005 Hutchings Street,Goldthwaite,TX,76844,,http://www.pccbrownwood.com/,,,,,,,,
BRAZOS PREGNANCY CENTER,1812 Acton Highway,Granbury,TX,76049,Heartbeat International,http://www.brazospregnancycenter.com/,Yes,,,,,,,
PREGNANCY RESOURCE CENTER OF GRAND PRAIRIE,"2305 Oak Lane, Suite #101",Grand Prairie,TX,75051,,http://cpcgp.org/,,,,,,,,
THE WOMEN'S CLINIC OF GRAPEVINE,2401 Ira E Woods Ave #300,Grapevine,TX,76051,Human Coalition,http://thewomens.clinic/grapevine/,,,,,,,,
RAFFA CLINIC - GREENVILLE,2612 Jordan Street,Greenville,TX,75401,Care Net,http://www.raffaclinic.org/,,,,,,,,
